Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Experience,Career_Level,Education,Salary,Job_Category,Skills
Digital Marketing,Full Time,On-site,Plugin Talents,"Maadi, Cairo",Posted 26 days ago,41,1 open position,2 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Medical & Social Insurance - Flexible Working Hours KPIs",Marketing/PR/Advertising,"['Digital', 'Digital Marketing', 'Marketing', 'SEO', 'SEM', 'Media Buying', 'Communication', 'Digital campaigns', 'digital marketing', 'E-Marketing', 'Social Media', 'Writing', 'Creative', 'campaigns']"
ERP Administrator,Full Time,On-site,Mittal for Consultation,"6th of October, Giza",Posted 2 months ago,57,1 open position,3 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Odoo ERP', 'Odoo Development', 'Odoo', 'Computer Science', 'Configuration', 'ERP', 'Troubleshooting', 'computer', 'Communication', 'ERP Software', 'ERP Implementation']"
Senior Grants Accountant,Full Time,On-site,Nile University,"Sheikh Zayed, Giza",Posted 2 days ago,61,1 open position,5 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['Accounting', 'Accounting principles', 'Communication', 'Communication skills', 'ERP System', 'Finance', 'Financial Analysis', 'Financial Management']"
Property Consultant - Real Estate,Full Time,On-site,Findwell Real Estate Consultancy,"New Cairo, Cairo",Posted 2 months ago,9,1 open position,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Customer Service/Support,"['Communication', 'Communication skills', 'Management', 'Real Estate', 'Sales', 'S', 'sales skills', 'Sales Target', 'Skills', 'English', 'Property Sales', 'Property', 'consultant', 'Advisor']"
Senior .Net Developer,Full Time,On-site,FRIDAL,"6th of October, Giza",Posted 2 months ago,56,2 open positions,5 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Information Technology (IT)', '.NET', 'ASP.NET', 'Computer Science', 'Computer Engineering', 'Software Development', 'C#', 'MVC', 'HTML', 'Angular', 'OOP', 'Engineering', 'Software', 'Software Engineering']"
Fundraising Secretary\Fundraising Telesales\Call Center Fundraising Manager\Fund Corporate Representative,Full Time,On-site,Ayady4040,"Cairo, Egypt",Posted 21 days ago,23,35 open positions,1 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['Call Center', 'Call Assessment', 'Call Monitoring', 'Marketing', 'Digital Marketing', 'Online Marketing', 'Internet Marketing', 'Web Marketing', 'Market Research', 'Fundraising', 'Administration', 'Executive Management', 'Management', 'Corporate Sales', 'Corporate Branding', 'Telesales', '']"
English Teacher,Full Time,On-site,Badr Tigers' Modern Language Schools,"Hadayek October, Giza",Posted 23 days ago,10,4 open positions,4 To 10 Years,Experienced (Non-Manager),Not Specified,"Confidential, Social Insurance,Annual Bonuses,Avaliable Transportation To 6th Of October City, Shiekh Zayed, Hadeak Al Ahram",Education/Teaching,"['Classroom Management', 'English', 'Education', 'english language', 'English Teaching', 'KG', 'Teacher', 'Teaching', 'Management', 'Communication', 'English Teacher']"
Animator / Customer Relation Agent,Full Time,On-site,Clubliko,"6th of October, Giza",Posted 23 days ago,Be the First to Apply,,2 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['Customer Care', 'Customer Support', 'Customer Service', 'English', 'Sales']"
Account Officer,Full Time,On-site,Massoud Steel,"Obour City, Cairo",Posted 1 month ago,35,1 open position,4 To 8 Years,Experienced (Non-Manager),Not Specified,8000 To 12000 EGP Per Month,Accounting/Finance,"['Account officer', 'Accounting', 'Accounts Payable', 'Finance', 'Microsoft Office']"
Agricultural R&D Manager,Full Time,On-site,Al Dahra Agriculture,"Abu Simbel, Aswan",Posted 2 months ago,44,1 open position,10 To 12 Years,Manager,Master'S Degree,Confidential,R&D/Science,"['Agriculture', 'R&D', 'Communication skills', 'Data Analysis', 'R&D', 'Research', 'Science', 'Software', 'Project Management', 'Engineering']"
Procurement Engineer,Full Time,On-site,MODAD,"Giza, Giza",Posted 1 month ago,79,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['Civil', 'Architecture', 'Engineering', 'Procurement', 'Supply Chain', 'Communication', 'Skills', 'Computer Skills', 'TO', 'Fit-Out', 'Purchasing']"
Accountant,Full Time,On-site,,"Maadi, Cairo",Posted 1 month ago,94,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Quarterly Bounce",Accounting/Finance,"['Accounting', 'Tax Accounting', 'Finance', 'Accounting Software', 'CMA', 'CPA', 'Financial Analysis', 'Financial Management', 'General Ledger', 'GAAP', 'excel']"
Tender Engineer,Full Time,On-site,WAA Consulting Engineers,"Rehab City, Cairo",Posted 4 days ago,49,1 open position,3 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['BOQ', 'Cost Estimation', 'Bidding', 'Tendering', 'Method Statements', 'variation order', 'Communication skills', 'Estimation', 'Engineering', 'tender']"
Receptionist,Full Time,On-site,Elnawa for General Trading,"Nasr City, Cairo",Posted 27 days ago,29,1 open position,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Administration,"['Communication skills', 'Reception', 'Communication', 'Administration', 'Customer', 'English', 'Office management', 'Microsoft Office', 'Admin']"
Sr. Technical Office Engineer (Architectural),Full Time,On-site,Makeplace Developments,"New Cairo, Cairo",Posted 2 days ago,88,3 open positions,5 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['Architectural Engineering', 'Architectural', 'Technical Office', 'AutoCAD', 'Revit', '3D Max', '3D', 'Engineering', 'Microsoft Office', 'English', 'Software', 'Microsoft Word', 'Architecture']"
Real Estate Broker,Full Time,Hybrid,One side,"New Cairo, Cairo",Posted 2 months ago,10,3 open positions,1 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Customer Service/Support,"['Real Estate Sales', 'Brokerage', 'real estate broker', 'Property Sales', 'real estate', 'sales', 'Administration', 'Business Administration', 'Management', 'Negotiation', 'sales skills', 'Sales Target', 'Communication']"
Administrative Manager,Full Time,On-site,Frish&co,"Maadi, Cairo",Posted 4 days ago,27,1 open position,1 To 3 Years,"Senior Management (CEO, GM, Director, Head)",Bachelor'S Degree,"10000 To 12000 EGP Per Month, 12000 Net Salary + 8000 KPIs",Hospitality/Hotels/Food Services,"['Food', 'Team Leadership', 'International Food Safety Management Systems Standard', 'Budgeting', 'Finance', 'quality', 'Accounting', 'Leadership', 'Food & Beverage']"
Python Developer,Full Time,Remote,CodeElectron,"Giza, Egypt",Posted 1 month ago,196,2 open positions,1 To 4 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,35000 To 45000 EGP Per Month,IT/Software Development,"['Computer Science', 'back-end', 'Development', 'Django', 'Flask', 'MongoDB', 'Python', 'python development', 'Design', 'Information Technology (IT)', 'MySQL', 'PostgreSQL', 'Software Development']"
Technical Support,Full Time,On-site,Broadnet,"New Cairo, Cairo",Posted 11 days ago,73,1 open position,2 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['Linux', 'MySQL', 'Information Technology (IT)', 'Technical Support', 'Database', 'Networking', 'Computer Science']"
Technical Office Engineer,Full Time,On-site,Elsherif Group,"Tanta, Gharbia",Posted 3 days ago,12,1 open position,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['Architecture', 'AutoCAD', 'AutoCAD 2D', 'Engineering', 'Microsoft Office', 'Technical Office', 'Applied Arts', 'Computer Science', 'Construction', 'Furniture', 'Information Technology (IT)']"
Full stack Software Developer,Full Time,On-site,Masria Digital Payment (MDP),"10th of Ramadan City, Sharqia",Posted 17 days ago,111,1 open position,1 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['Angular', 'Computer Science', 'Information Technology (IT)', 'Programming', 'Software', 'Software Development', 'JavaScript', 'HTML']"
Service Operation Financial Analyst,Full Time,Hybrid,Electrolux,"Sohag, Egypt",Posted 2 months ago,14,1 open position,3 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['Accounting', 'Communication']"
Technical Manager,Full Time,On-site,Measuresoft oil and gas Services,"New Cairo, Cairo",Posted 1 month ago,30,1 open position,10 To 15 Years,Manager,Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['Engineering', 'Project Management', 'Oil', 'Gas', 'English', 'Oil Field', 'Oil & Gas']"
Trade Marketing Senior Executive,Full Time,On-site,Aman,"Maadi, Cairo",Posted 28 days ago,36,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['E-Marketing', 'Marketing', 'Social Media', 'Trade', 'Trade marketing', 'Analysis', 'Sales Performance Management (SPM)', 'Retail Business', 'Retail', 'Financial Data Analysis']"
IT Specialist,Full Time,On-site,Alfllah,"Cairo, Egypt",Posted 1 month ago,136,1 open position,More Than 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['CCNA', 'computer', 'Computer Science', 'Information Technology (IT)', 'ERP', 'Installation', 'Linux', 'Network', 'technical', 'Technical Support', 'Troubleshooting']"
Export sales specialist,Full Time,Hybrid,AGRO LINE,"Cairo, Egypt",Posted 16 days ago,19,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['Export Sales', 'Sales', 'Export', 'Customer Service', 'Sales Specialist', 'English', 'sales skills', 'Sales Target']"
Technical Support UK and Ireland,Full Time,Remote,VOIS Egypt,"Alexandria, Egypt",Posted 7 days ago,19,51 open positions,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),High School (Or Equivalent),Confidential,Customer Service/Support,"['Customer Care', 'Customer Support', 'Sales', 'Call Center', 'Contact Center', 'work from home', 'Fluent in English', 'English', 'WFH', 'vodafone', 'remote', 'Communication', 'c1', '_VOIS', 'Customer Service', 'Communication skills']"
Cost Accountant,Full Time,On-site,Wood Equipment Co,"Ameria, Alexandria",Posted 10 days ago,69,1 open position,3 To 12 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accountant', 'Accounting', 'Cost Accountant', 'Finance', 'Financial Analysis']"
MEP Technical Office Engineer,Full Time,On-site,Emco Tech,"Heliopolis, Cairo",Posted 19 days ago,38,1 open position,3 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['Engineering', 'Mechanical Engineering', 'Revit', 'MEP', 'AutoCAD', 'Technical Office']"
Civil Technical Office Engineer,Full Time,On-site,Rekaz Construction,"Maadi, Cairo",Posted 1 month ago,101,3 open positions,3 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, * Medical Insurance * Commission And Bonuses",Engineering - Construction/Civil/Architecture,"['AutoCAD', 'Engineering', 'Civil Engineering', 'Shop Drawings', 'Site Management', 'Technical Office Engineering', 'Civil', 'civil 3d', 'Communication']"
Secretary and personal assistant,Full Time,On-site,,"New Cairo, Cairo",Posted 2 months ago,115,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['Assistant', 'Secretary', 'personal assistant', 'Administration', 'Communication skills', 'Management', 'Office management', 'MS Office', 'Microsoft Office']"
Shift Manager,Full Time,On-site,Maie khaled pharmacy,"Nasr City, Cairo",Posted 2 months ago,7,1 open position,5 To 7 Years,Manager,Not Specified,Confidential,Pharmaceutical,"['Pharmacy', 'Customer Care']"
Sales Supervisor,Part Time,Hybrid,Distributors for Nestlè dry,"Qalyub, Qalubia",Posted 1 month ago,22,4 open positions,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Sales/Retail,"['Sales', 'sales skills', 'Communication', 'Customer Service', 'Experience', 'Education', 'Sales Target', 'Training']"
Electrical Sales Engineer,Full Time,On-site,,"Nasr City, Cairo",Posted 2 months ago,12,2 open positions,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,8000 To 12000 EGP Per Month,Business Development,"['LV panel', 'Distribution board', 'Panel builder', 'Electrical Engineering', 'Communication', 'CRM', 'Electrical', 'Sales', 'Sales Target', 'Sales Engineering', 'sales skills']"
Property Advisor (Fresh Graduates),Full Time,On-site,The Address Investments for Real Estate Consultancy,"Cairo, Egypt",Posted 27 days ago,18,15 open positions,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Business Development,"['Customer Service', 'Communication', 'Real Estate', 'Sales', 'sales skills', 'Sales Target', 'Skills', 'Negotiation']"
Sales & Marketing Executive,Full Time,On-site,,"New Cairo, Cairo",Posted 24 days ago,30,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commission Available",Business Development,"['Sales Target', 'Sales', 'Marketing', 'Communication', 'Negotiation', 'negotiation skills', 'Sales and marketing', 'sales skills', 'analytical']"
Senior Service Advisor Engineer,Full Time,On-site,ALJ AutoJameel,"Obour City, Cairo",Posted 1 month ago,16,1 open position,4 To 8 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Installation/Maintenance/Repair,"['Customer Service', 'Customer Care', 'Automotive', 'sales skills', 'Problem-Solving', 'Attention to Detail', 'Mechanical Engineering', 'Mechanical', 'Engineering', 'Engineering Services', 'service advisor', 'Communication', 'Repair', 'Customer Support', 'Service']"
Operations Manager,Full Time,On-site,ALSAKR for Trading and Manufacturing of Machinery and Equipments,"10th of Ramadan City, Sharqia",Posted 2 months ago,94,1 open position,10 To 20 Years,Manager,Bachelor'S Degree,Male,Operations/Management,"['Operations Management', 'Management', 'Manufacturing Industry']"
Full Stack Developer ( web & mobile ),Full Time,On-site,Dakkaken Group,"Nasr City, Cairo",Posted 26 days ago,13,1 open position,More Than 5 Years,"Senior Management (CEO, GM, Director, Head)",Not Specified,Confidential,IT/Software Development,"['Software Development', 'Communication skills', 'Web Development', 'Mobile Development', 'Frameworks', 'flutter', 'Web', 'Mobile']"
Real Estate Agent (Fresh),Full Time,On-site,The Address Investments for Real Estate Consultancy,"New Cairo, Cairo",Posted 2 months ago,13,100 open positions,1 Year,Entry Level (Junior Level / Fresh Grad),Diploma,Confidential,Sales/Retail,"['broker', 'Real Estate Agent', 'Sales', 'Real Estate']"
Medical Representative -Behira,Full Time,Remote,dkt Egypt,"Damanhour, Beheira",Posted 2 months ago,20,1 open position,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Incentive, Commission And Step Up Rewarding Programs /Car Allowance And Transportation Policy.",Medical/Healthcare,"['Sales', 'Marketing', 'Promotion', 'Detailing', 'Territoy Management', 'Pharmaceutical', 'Medical', 'Planning', 'Veterinary', 'Science', 'Pharmacy', 'Microsoft Office', 'Sales Skills', 'Sales Target', 'English']"
Agriculture Manager,Full Time,On-site,Giza Seeds and Herbs,"6th of October, Giza",Posted 1 month ago,65,1 open position,6 To 7 Years,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['Agriculture', 'Communication', 'Farming', 'Engineering', 'Agricultural', 'Data Analysis', 'Management']"
HR Operation Specialist,Full Time,On-site,SERA Group,"Obour City, Cairo",Posted 2 months ago,109,1 open position,1 To 2 Years,Experienced (Non-Manager),Not Specified,Confidential,Human Resources,"['Communication', 'Human Resources', 'Odoo', 'Retail', 'HRIS', 'HR Specialist']"
