Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Career_Level,Education,Salary,Job_Category,Skills,Gender,Job_Category_Count,min_experience,max_experience,City,Country
Procurement Manager,Full Time,on-site,Not Specified,"Nasr City, Cairo",28,138,1,Manager,Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['logistics', 'fast-moving consumer goods', 'procurement', 'supply chain', 'supply chain', 'supply']",both,311,3,5,Nasr City, Cairo
Procurement Manager - Automotive Plastics & Polymers,Full Time,on-site,Not Specified,"Port Said, Egypt",10,30,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['automotive', 'plastics', 'purchasing', 'polymers']",both,311,5,12,Port Said, Egypt
Procurement Manager – Facilities background,Full Time,on-site,Genena Group,"New Cairo, Cairo",26,137,1,Manager,Not Specified,Confidential,Logistics/Supply Chain,"['procurement', 'supply chain', 'moll', 'purchasing']",both,311,8,12,New Cairo, Cairo
Procurement Officer,Full Time,on-site,Sukari Gold Mines,"Red Sea, Egypt",9,53,3,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['logistics', 'procurement', 'commerce', 'purchasing']",both,311,3,6,Red Sea, Egypt
Procurement Senior Specialist,Full Time,on-site,LYCHEE EGYPT,"New Cairo, Cairo",28,95,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['procurement', 'purchasing']",both,311,3,6,New Cairo, Cairo
Procurement Senior specialist,Full Time,on-site,National Electricity Technology Co.,"Cairo, Egypt",28,175,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['procurement', 'purchasing', 'supply chain', 'logistics', 'supply', 'purchasing', 'oracle', 'microsoft', 'negotiation', 'enterprise resource planning']",both,311,5,8,Cairo, Egypt
Procurement Sourcing Senior Specialist - Pharmaceutical Industry,Full Time,on-site,Al Andalous Pharmaceutical Industries,"6th of October, Giza",12,25,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['procurement', 'pharmaceutical', 'supply chain', 'sourcing', 'ctd', 'dmf']",both,311,2,4,6th of October, Giza
Procurement Specialist,Full Time,on-site,Al Ahly capital holding - Al Ahly Tamkeen,"Nasr City, Cairo",56,114,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Logistics/Supply Chain,"['logistics', 'communication', 'english', 'supply chain', 'procurement', 'negotiation', 'purchasing', 'communication', 'business']",both,311,1,3,Nasr City, Cairo
Procurement Specialist,Full Time,on-site,Sphinx Glass,"Alsadat City, Monufya",56,28,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['purchasing', 'procurement', 'engineering', 'enterprise resource planning', 'industrial', 'manufacturing', 'supply chain', 'computer', 'english', 'supply', 'logistics', 'communication', 'microsoft', 'business', 'negotiation', 'planning']",both,311,3,7,Alsadat City, Monufya
Procurement Specialist,Full Time,on-site,Brand Connection,"Maadi, Cairo",3,61,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['logistics', 'procurement', 'procurement specialist', 'purchasing', 'supply chain']",both,311,1,3,Maadi, Cairo
Procurement Specialist (Spare Parts / Raw Materials),Full Time,on-site,Fine Hygienic Holding,"6th of October, Giza",28,127,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['procurement', 'purchasing', 'supply chain', 'negotiation', 'procurement', 'spare parts', 'raw materials', 'foreign procurement', 'english', 'oracle']",both,311,2,4,6th of October, Giza
Procurement Specialist Outsourced - Alexandria,Full Time,on-site,Prometeon tyres group – Egypt,"Ameria, Alexandria",26,110,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['business', 'procurement', 'supply chain', 'logistics', 'purchasing']",both,311,1,3,Ameria, Alexandria
Procurment specialist,Full Time,on-site,Milkys - The Milkman,"Sheikh Zayed, Giza",3,35,2,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['purchasing', 'negotiation', 'procurement', 'erp system', 'communication']",both,311,1,3,Sheikh Zayed, Giza
Production Planning Engineer,Full Time,on-site,etisal for advanced industries,"6th of October, Giza",28,124,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['planning', 'production', 'production planning', 'erp system', 'data analysis', 'power bi', 'manufacturing industry', 'supply chain', 'logistics']",both,311,1,3,6th of October, Giza
Project Engineer,Full Time,on-site,Allamna Integrated Solutions,"Nasr City, Cairo",56,191,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Logistics/Supply Chain,"['autocad', 'electrical engineering', 'mechatronics', 'power bi', 'microsoft excel', 'mechatronics engineering', 'project', 'microsoft project']",both,311,0,1,Nasr City, Cairo
Purchase Coordinator,Full Time,on-site,Al-Kenana for Vegetable Oil Extraction,"Giza, Egypt",28,34,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['purchasing', 'supply chain', 'communication', 'enterprise resource planning', 'inventory', 'logistics', 'procurement']",both,311,1,3,Giza, Egypt
Purchase Engineer,Full Time,on-site,EgyptianEuropean,"6th of October, Giza",28,10,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['engineering', 'communication', 'sap', 'mechanical engineering']",both,311,4,6,6th of October, Giza
Purchaser,Full Time,on-site,Saint-Gobain,"Ain Sokhna, Suez",28,79,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['communication', 'negotiation', 'logistics', 'supply chain', 'purchasing', 'procurement', 'enterprise resource planning']",both,311,3,6,Ain Sokhna, Suez
Purchases Manager,Full Time,on-site,Not Specified,"Heliopolis, Cairo",16,118,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['computer', 'logistics', 'procurement', 'purchasing', 'supply chain', 'male']",both,311,5,10,Heliopolis, Cairo
Purchases Manager,Full Time,on-site,MRI,"Dokki, Giza",28,198,1,Manager,Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['purchasing', 'procurement', 'supply chain', 'business administration', 'english', 'enterprise resource planning', 'logistics', 'operations', 'supply chain', 'engineering', 'administration']",both,311,7,15,Dokki, Giza
Purchasing Engineer,Full Time,on-site,Not Specified,"10th of Ramadan City, Sharqia",25,18,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Logistics/Supply Chain,"['communication', 'manufacturing', 'negotiation', 'procurement', 'supply chain', 'purchasing', 'engineering', 'communication']",both,311,2,3,10th of Ramadan City, Sharqia
Purchasing Manager,Full Time,on-site,Not Specified,"Red Sea, Egypt",4,46,1,Manager,Not Specified,Confidential,Logistics/Supply Chain,"['purchasing', 'purchasing manager', 'procurement', 'supply chain', 'logistics']",both,311,15,20,Red Sea, Egypt
Purchasing Manager,Full Time,on-site,Not Specified,"Beni Suef, Egypt",56,114,1,Manager,Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['procurement', 'purchasing manager', 'purchasing', 'communication', 'communication', 'commerce', 'logistics', 'microsoft', 'negotiation', 'planning', 'supply chain']",both,311,10,,Beni Suef, Egypt
Purchasing Manager - Steel,Full Time,on-site,Not Specified,"Obour City, Cairo",28,165,1,Manager,Not Specified,Confidential,Logistics/Supply Chain,"['purchasing', 'buyer', 'vendors', 'demand', 'procurement', 'supply chain']",both,311,10,12,Obour City, Cairo
Purchasing Officer,Full Time,on-site,Alunaut,"Nasr City, Cairo",5,22,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Medical Insurance",Logistics/Supply Chain,"['purchasing', 'purchasing officer', 'supply chain', 'administration']",both,311,1,3,Nasr City, Cairo
Purchasing Officer,Full Time,on-site,New Era Education,"Sheikh Zayed, Giza",56,73,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['procurement', 'purchasing', 'supply chain']",both,311,1,3,Sheikh Zayed, Giza
Purchasing Officer - Ismailia,Full Time,on-site,DNM Textile,"Qantara Gharb, Ismailia",6,11,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['purchasing', 'purchasing', 'turkish', 'turkish language', 'supply chain', 'ismailia', 'procurement']",both,311,2,5,Qantara Gharb, Ismailia
Purchasing Specialist,Full Time,on-site,INTERPAC,"Heliopolis, Cairo",28,92,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['logistics', 'procurement', 'purchasing', 'supply chain']",both,311,3,5,Heliopolis, Cairo
Purchasing Specialist,Full Time,on-site,"ELVAN Knitting, Dyeing and finishing S.A.E","Bourj Alarab, Alexandria",4,19,1,Experienced (Non-Manager),Bachelor'S Degree,,Logistics/Supply Chain,"['administration', 'reports', 'purchasing', 'procurement', 'supply chain', 'vendors', 'sourcing', 'logistics']",Male,311,2,5,Bourj Alarab, Alexandria
Purchasing Specialist,Full Time,on-site,Marmonil Marble & Granite,"Nasr City, Cairo",17,64,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Medical Insurance And Life Insurance",Logistics/Supply Chain,"['purchasing', 'procurement', 'supply chain', 'negotiation', 'business administration', 'accounting', 'logistics']",both,311,1,3,Nasr City, Cairo
Purchasing Specialist,Full Time,on-site,LEEDS FIT-OUT,"Sheikh Zayed, Giza",56,71,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Logistics/Supply Chain,"['logistics', 'ms', 'negotiation', 'procurement', 'purchasing', 'supply chain']",both,311,3,5,Sheikh Zayed, Giza
Purchasing Specialist,Full Time,on-site,المؤسسه الدوليه للتوريدات,"Haram, Giza",56,72,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,,Logistics/Supply Chain,"['purchasing', 'logistics', 'purchasing', 'supply chain', 'supply', 'pharmaceutical industries', 'purchasing specialist', 'fresh graduated', 'microsoft', 'microsoft excel']",Male,311,0,1,Haram, Giza
Purchasing Specialist,Full Time,on-site,EGEC,"Haram, Giza",28,79,1,Experienced (Non-Manager),Bachelor'S Degree,,Logistics/Supply Chain,"['communication', 'communication', 'computer', 'computer', 'english language', 'english', 'procurement', 'purchasing', 'supply chain', 'logistics']",Male,311,2,5,Haram, Giza
Purchasing Specialist,Full Time,on-site,First Capital Investment,"Cairo, Egypt",6,55,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['business', 'administration', 'logistics', 'communication', 'supply', 'purchasing', 'supply chain', 'procurement', 'negotiation', 'communication', 'enterprise resource planning']",both,311,1,3,Cairo, Egypt
Purchasing Specialist,Full Time,on-site,Not Specified,"New Cairo, Cairo",5,34,1,Experienced (Non-Manager),Bachelor'S Degree,,Logistics/Supply Chain,"['purchasing', 'computer', 'enterprise resource planning', 'logistics', 'procurement']",Female,311,1,3,New Cairo, Cairo
Purchasing Specialist,Full Time,on-site,Green Liner,"10th of Ramadan City, Sharqia",11,31,2,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['communication', 'analytical', 'negotiation', 'procurement', 'purchasing', 'supply chain', 'logistics']",both,311,3,5,10th of Ramadan City, Sharqia
Purchasing Specialist - Kafr Alsheikh,Full Time,on-site,Not Specified,"Kafr Alsheikh, Egypt",56,16,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['procurement', 'purchasing strategies', 'logistics', 'purchasing', 'vendors', 'supply chain', 'sourcing', 'microsoft', 'communication', 'microsoft']",both,311,5,7,Kafr Alsheikh, Egypt
Purchasing Supervisor,Full Time,on-site,MINISO LIFE,"Nasr City, Cairo",28,65,1,Experienced (Non-Manager),Bachelor'S Degree,,Logistics/Supply Chain,"['cosmetics', 'makeup', 'procurement', 'purchasing', 'private label', 'pricing', 'supply chain', 'retail', 'excel', 'product lifecycle']",Male,311,4,8,Nasr City, Cairo
Quality Assurance Executive,Full Time,on-site,DSV Solutions S.A.E,"6th of October, Giza",56,117,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,8000 To 9000 EGP Per Month,Logistics/Supply Chain,"['quality assurance', 'quality assurance', 'quality', 'quality control']",both,311,1,2,6th of October, Giza
Quality control (Textile),Full Time,on-site,Link-Masr,"6th of October, Giza",13,29,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['quality assurance', 'textile', 'export', 'logistics', 'quality control', 'communication', 'total quality']",both,311,2,4,6th of October, Giza
Ramp Supervisor,Full Time,on-site,Not Specified,"Nasr City, Cairo",19,1,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['aviation', 'site supervision']",both,311,2,10,Nasr City, Cairo
Raw Material Planning Specialist,Full Time,on-site,Easy Group For Health and Beauty Care,"Bourj Alarab, Alexandria",28,118,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Logistics/Supply Chain,"['communication', 'english', 'excel', 'logistics', 'planning', 'material', 'production', 'raw material', 'raw materials', 'supply chain', 'purchasing', 'procurement']",both,311,1,3,Bourj Alarab, Alexandria
Regulatory Affairs Specialist,Full Time,on-site,STARK,"Maadi, Cairo",9,33,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Bonuses On Shipments Approvals And Registration Of Files",Logistics/Supply Chain,"['regulatory affairs', 'medical equipment', 'medical']",both,311,2,10,Maadi, Cairo
Sales Executive,Full Time,on-site,SSI,"Stanley, Alexandria",19,40,10,Experienced (Non-Manager),Bachelor'S Degree,1000 To 20000 EGP Per Month,Logistics/Supply Chain,"['freight', 'logistics', 'sales', 'sales executive', 'sea', 'sea freight', 'sales', 'freight forwarding', 'business', 'communication', 'customer relationship', 'negotiation']",both,311,5,,Stanley, Alexandria
Sales Manager,Full Time,on-site,NAS FOR SHIPPING AND INTERNATIONAL TRADING,"Bab Sharq, Alexandria",28,27,1,Manager,Not Specified,"Confidential, Fixed Salary And Good Commission.",Logistics/Supply Chain,"['sales manager', 'sales', 'supply chain', 'logistics']",both,311,7,15,Bab Sharq, Alexandria
Sales Manager,Full Time,on-site,NAS FOR SHIPPING AND INTERNATIONAL TRADING,"Bab Sharq, Alexandria",27,27,1,Manager,Not Specified,"Confidential, Fixed Salary And Good Commission.",Logistics/Supply Chain,"['sales manager', 'sales', 'supply chain', 'logistics']",both,311,7,15,Bab Sharq, Alexandria
Sales Manager,Full Time,on-site,Not Specified,"Cairo, Egypt",17,40,1,Manager,Bachelor'S Degree,"Confidential, COMMESSIONS",Logistics/Supply Chain,"['sales', 'sales', 'sales target', 'customer service', 'sales strategies']",both,311,5,10,Cairo, Egypt
Sales Representative,Full Time,on-site,MIF Logistics,"Obour City, Cairo",56,14,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['freight forwarder', 'sales', 'freight forwarding', 'logistics', 'freight', 'sales representative', 'sales', 'sales target', 'sales', 'sales plan']",both,311,3,6,Obour City, Cairo
Sales Representative,Full Time,on-site,Fast Flex,"10th of Ramadan City, Sharqia",28,10,2,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Percentage Of Sales When The Goal Is Achieved",Logistics/Supply Chain,"['sales', 'sales', 'sales target', 'customer service']",both,311,2,4,10th of Ramadan City, Sharqia
Sales Specialistl,Full Time,on-site,NAS FOR SHIPPING AND INTERNATIONAL TRADING,"Bab Sharq, Alexandria",28,17,3,Experienced (Non-Manager),Not Specified,"5000 To 7000 EGP Per Month, Fixed Salary And Commission",Logistics/Supply Chain,"['sales', 'supply chain', 'shipping line', 'fright forward']",both,311,3,5,Bab Sharq, Alexandria
Sales and Operation Manager,Full Time,on-site,IOR Solutions,"Giza, Egypt",56,101,1,Manager,Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['logistics', 'operations', 'sales', 'business administration', 'communication', 'sales target', 'customer service', 'administration']",both,311,3,5,Giza, Egypt
Sea Freight Operations Supervisor,Full Time,on-site,Not Specified,"Alexandria, Egypt",28,24,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['logistics', 'supply chain', 'sea freight', 'customs clearance', 'operations', 'freight forwarding', 'english']",both,311,6,10,Alexandria, Egypt
