Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Career_Level,Education,Salary,Job_Category,Skills,Gender,Job_Category_Count,min_experience,max_experience,City,Country,Applicant_per_position
Structural Site Supervision Technical Office Engineer,Full Time,on-site,AEC,"6th of October, Giza",17,39,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Accommodation Available Transportation To/From Site",Engineering - Mechanical/Electrical,"['civil engineering', 'autocad', 'communication', 'construction', 'engineer', 'engineering', 'structural', 'structural engineer', 'structural engineering']",both,312,5,10,6th of October, Giza,39
Structural Site Supervision Technical Office Engineer,Full Time,on-site,AEC,"6th of October, Giza",16,39,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Accommodation Available Transportation To/From Site",Engineering - Mechanical/Electrical,"['civil engineering', 'autocad', 'communication', 'construction', 'engineer', 'engineering', 'structural', 'structural engineer', 'structural engineering']",both,312,5,10,6th of October, Giza,39
Supervisor Engineer,Full Time,on-site,Al Baraka Paper Converting Co.,"Giza, Egypt",19,29,4,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['mechanical engineering', 'engineering', 'mechanical', 'maintenance', 'communication']",both,312,1,3,Giza, Egypt,7
Supervisor Engineer - Electrical,Full Time,on-site,Al Baraka Paper Converting Co.,"6th of October, Giza",19,31,4,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['mechanical engineering', 'engineering', 'mechanical', 'maintenance', 'communication']",both,312,1,3,6th of October, Giza,7
Supply Chain Engineer,Full Time,on-site,Midea Group,"6th of October, Giza",28,101,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['manufacturing', 'engineering', 'supply chain', 'mechanical']",both,312,0,3,6th of October, Giza,101
System Engineer,Full Time,on-site,TTC Technologies,"Heliopolis, Cairo",6,51,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['computer-aided design', 'mechatronics', 'electrical', 'engineering', 'mechanical engineering', 'system engineering']",both,312,0,3,Heliopolis, Cairo,51
Technical Engineer,Full Time,on-site,Not Specified,"10th of Ramadan City, Cairo",28,33,4,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'projects', 'support', 'mechanical engineering', 'electrical engineering']",both,312,0,5,10th of Ramadan City, Cairo,8
Technical Manager,Full Time,on-site,Measuresoft oil and gas Services,"New Cairo, Cairo",28,30,1,Manager,Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'project', 'oil', 'gas', 'english', 'oil', 'oil & gas']",both,312,10,15,New Cairo, Cairo,30
Technical Office Electrical Engineer,Full Time,on-site,FALAK DESIGN STUDIO,"Maadi, Cairo",56,62,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['autocad', 'electrical', 'electrical design', 'engineering', 'revit', 'software', 'electrical engineering', 'communication']",both,312,2,5,Maadi, Cairo,62
Technical Office Electrical Engineer,Full Time,on-site,CSI,"Heliopolis, Cairo",28,43,1,Entry Level (Junior Level / Fresh Grad),Not Specified,4000 To 7000 EGP Per Month,Engineering - Mechanical/Electrical,"['maintenance manuals', 'electrical engineering', 'autocad', 'commissioning', 'lc systems', 'boq', 'analysis']",both,312,2,3,Heliopolis, Cairo,43
Technical Office Electrical Engineer - Electrical Power Machine Graduated,Full Time,on-site,Not Specified,,28,46,5,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['electrical engineering', 'design', 'presales engineering', 'salesengineer']",both,312,1,2,,,9
Technical Office Engineer,Full Time,on-site,PRO-TEC Egypt,"Sheraton, Cairo",56,19,2,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Bonus",Engineering - Mechanical/Electrical,"['fire protection', 'electrical engineering', 'mechanical engineering', 'microsoft', 'autocad', 'fire alarm', 'shop drawings', 'fire fighting', 'gas suppression systems', 'sprinkler systems', 'foam systems', 'engineering', 'drawings', 'electrical', 'mechanical', 'fm-200']",both,312,2,10,Sheraton, Cairo,9
Technical Office Engineer,Full Time,on-site,international company for contracting,"Faisal, Giza",28,66,5,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'engineer', 'autodesk revit', 'computer-aided design', 'engineer', 'engineer']",both,312,4,8,Faisal, Giza,13
Technical Office Engineer,Full Time,on-site,Not Specified,"Maadi, Cairo",28,81,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Quarterly Bounce",Engineering - Mechanical/Electrical,"['mechanical engineering', 'computer science', 'engineering', 'microsoft', 'google sheets', 'engines', 'diesel']",both,312,1,3,Maadi, Cairo,81
Technical Office Engineer,Full Time,on-site,Technomaster For Metal Industries (Technometal),"10th of Ramadan City, Sharqia",17,29,2,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['autocad', 'computer-aided design', 'solidworks', 'sap', 'production', 'analysis', 'engineering', 'microsoft', 'process', 'to']",both,312,3,5,10th of Ramadan City, Sharqia,14
Technical Office Engineer,Full Time,on-site,Omega for Mechanical and Electrical Consultation and Contracting,"15th May City, Cairo",19,12,3,Experienced (Non-Manager),Bachelor'S Degree,,Engineering - Mechanical/Electrical,"['electrical', 'abb']",Males Preferred,312,2,5,15th May City, Cairo,4
Technical Office Engineer,Full Time,on-site,Masry for Engineering & trading,"Nasr City, Cairo",28,19,1,Experienced (Non-Manager),Bachelor'S Degree,,Engineering - Mechanical/Electrical,"['fire alarm', 'engineering', 'firefighting system', 'fm200', 'tendering', 'hvac systems', 'hydraulic calculation', 'firefighting', 'mechanical', 'mechanical engineering', 'microsoft']",Females Preferred,312,2,5,Nasr City, Cairo,19
Technical Office Engineer (MEP),Full Time,on-site,Roaia,"Nasr City, Cairo",10,37,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['autocad', 'plumbing', 'engineering', 'mechanical', 'mep', 'tendering', 'communication', 'electrical', 'microsoft', 'to', 'microsoft', 'pdf', 'excel', 'site', 'mechanical engineering', 'procurement', 'english']",both,312,2,5,Nasr City, Cairo,37
Technical Office Engineer (Mechanical - Power),Full Time,on-site,Nasr City For Trading and Contracting (NCTC),"Nasr City, Cairo",56,46,2,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['infrastructure engineering', 'mechanical', 'power', 'engineer', 'microsoft', 'power engineering']",both,312,2,4,Nasr City, Cairo,23
Technical Office Manager,Full Time,on-site,GMC Contracting,"Cairo, Egypt",11,83,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['autocad', 'administration', 'communication', 'electrical engineering', 'engineering', 'microsoft', 'microsoft', 'revit', 'secretary', 'software']",both,312,8,15,Cairo, Egypt,83
Technical Office Manager,Full Time,on-site,Not Specified,"Obour City, Cairo",11,15,1,Manager,Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['autocad', 'drawings', 'manufacturing', 'shop drawings', 'administration', 'compliance']",both,312,10,15,Obour City, Cairo,15
Technical Office Mechanical Engineer,Full Time,on-site,CSI,"Heliopolis, Cairo",28,58,1,Entry Level (Junior Level / Fresh Grad),Not Specified,4000 To 7000 EGP Per Month,Engineering - Mechanical/Electrical,"['mechanical engineering', 'heating, ventilation, and air conditioning', 'fire fighting', 'plumbing', 'water sides', 'autocad', 'testing', 'tab work']",both,312,2,3,Heliopolis, Cairo,58
Technical Sales Engineer,Full Time,on-site,Not Specified,"New Cairo, Cairo",56,26,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Car Allowance: Support For Transportation Costs. Sales Commission",Engineering - Mechanical/Electrical,"['electrical engineering', 'sales', 'electrical', 'engineering', 'communication', 'sales', 'sales', 'negotiation']",both,312,1,3,New Cairo, Cairo,26
Technical Sales Executive,Full Time,on-site,Value Tech,"Sheikh Zayed, Giza",56,,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commission, Bonuses",Engineering - Mechanical/Electrical,"['account manager', 'business administration', 'sales', 'customer relationship', 'sales', 'sales target', 'communication', 'negotiation']",both,312,7,14,Sheikh Zayed, Giza,
Technical Sales Section Head / Manager (Cairo),Full Time,on-site,ATEC,"Maadi, Cairo",18,18,1,Manager,Not Specified,"Confidential, Sales Commission Annual Incentive. SIM + Mobile Bundle Transportation Allowance",Engineering - Mechanical/Electrical,"['engineering', 'sales', 'marketing', 'microsoft', 'odoo', 'data analysis', 'negotiation', 'presentations', 'communication', 'teamwork', 'power bi']",both,312,7,10,Maadi, Cairo,18
Technical Support Engineer,Full Time,on-site,Dtec,"Heliopolis, Cairo",56,52,3,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['engineer', 'site engineer', 'civil engineering', 'construction', 'engineering', 'site', 'electrical engineering', 'reliability', 'to', 'or']",both,312,5,,Heliopolis, Cairo,17
Technical Support Engineer,Full Time,on-site,Not Specified,"New Cairo, Cairo",56,66,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Annual Bounce",Engineering - Mechanical/Electrical,"['electrical engineering', 'engineering', 'autocad', 'communication', 'communication', 'electrical', 'engineering', 'support']",both,312,0,3,New Cairo, Cairo,66
Technical Training Engineer (Fixed Plant Mechanical),Full Time,on-site,Sukari Gold Mines,"Red Sea, Egypt",23,27,3,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['training', 'engineering', 'mechanical engineering']",both,312,3,5,Red Sea, Egypt,9
Technical office Engineer,Full Time,on-site,Energya Cables,"10th of Ramadan City, Cairo",19,61,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['electrical engineering', 'electrical', 'engineering']",both,312,0,2,10th of Ramadan City, Cairo,61
Tender & Procurement Mechanical Engineer Al Alamin- North coast,Full Time,on-site,Experts,"North Coast, Alexandria",2,5,2,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Accommodation, Transportation , Incentive , Medical Insurance",Engineering - Mechanical/Electrical,"['mechanical engineering', 'revit mep', 'cad software', 'tendering', 'procurements', 'infrastructure engineering', 'negotiation']",both,312,5,8,North Coast, Alexandria,2
Tendering And Procurement Electrical Engineer,Full Time,on-site,Emco Tech,"Sheraton, Cairo",14,28,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['electrical engineering', 'engineering', 'electrical', 'tendering', 'procurement']",both,312,3,5,Sheraton, Cairo,28
Tendering Engineer,Full Time,on-site,CSI,"Heliopolis, Cairo",56,66,3,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['electrical engineering', 'mechanical engineering', 'tendering', 'to', 'autocad', 'engineering', 'electrical', 'mechanical', 'mep']",both,312,1,3,Heliopolis, Cairo,22
Tendering Estimation Engineer - Electrical,Full Time,on-site,Atwar Al Kon,"Mokattam, Cairo",12,18,1,Experienced (Non-Manager),Bachelor'S Degree,,Engineering - Mechanical/Electrical,"['electrical engineering', 'electrical', 'project estimation', 'tendering', 'construction']",Females Preferred,312,3,7,Mokattam, Cairo,18
Utility Engineer,Full Time,on-site,Dreem Mashreq Foods,"Bourj Alarab, Alexandria",28,61,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['maintenance', 'mechanical engineering', 'chemical engineering', 'utility', 'utilities', 'microsoft', 'electrical']",both,312,2,4,Bourj Alarab, Alexandria,61
VRV/VRF Site Engineer,Full Time,on-site,ZAD MEP,"New Cairo, Cairo",28,15,7,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'mechanical', 'mechanical engineering', 'english', 'construction', 'plumbing', 'electromechanical', 'contracting', 'autocad', 'vrf', 'vrv']",both,312,2,7,New Cairo, Cairo,2
Warehouse Manager,Full Time,on-site,Omega for Mechanical and Electrical Consultation and Contracting,"15th May City, Cairo",19,58,1,Manager,Not Specified,Confidential,Engineering - Mechanical/Electrical,"['manufacturing', 'supply chain', 'warehouse', 'enterprise resource planning', 'stock', 'abb']",both,312,7,10,15th May City, Cairo,58
Welding Engineer,Full Time,on-site,Sukari Gold Mines,"Red Sea, Egypt",8,8,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['engineering', 'mechanical engineering', 'welding', 'production']",both,312,3,5,Red Sea, Egypt,8
Workshop Team Leader - Kattamia,Full Time,on-site,GB Corp,"Katameya, Cairo",28,41,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['mechanical engineering', 'automotive maintenance']",both,312,2,5,Katameya, Cairo,41
electrical technical office team leader,Full Time,on-site,Egyptian Contracting Centre,"Agouza, Giza",2,6,1,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['electrical', 'electrical engineering', 'leadership', 'engineering', 'communication', 'autocad']",both,312,6,11,Agouza, Giza,6
junior engineer,Internship,on-site,ContrackFM,"Giza, Giza",3,36,25,Entry Level (Junior Level / Fresh Grad),Not Specified,8000 To 8000 EGP Per Month,Engineering - Mechanical/Electrical,"['electrical', 'electrical engineering', 'maintenance', 'mechanical engineering', 'mechanical', 'english', 'engineering']",both,312,0,1,Giza, Giza,1
low voltage production Engineer,Full Time,on-site,HCH-Supply--Egypt,"Cairo, Egypt",16,38,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['low voltage', 'electrical', 'electrical engineering', 'low voltage panels']",both,312,1,3,Cairo, Egypt,38
3PL Maintenance Section Head,Full Time,on-site,Marbella For Food Industry,"6th of October, Giza",28,44,1,Manager,Bachelor'S Degree,,Logistics/Supply Chain,"['maintenance', 'logistics', 'microsoft', 'mechanical engineering', 'logistics', 'logistics operations', 'communication', 'fast-moving consumer goods', 'leadership', 'engineering']",Male,311,5,8,6th of October, Giza,44
Apparel Sourcing Specialist,Full Time,on-site,Not Specified,"New Cairo, Cairo",56,24,1,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['apparel', 'garments', 'fashion', 'fashion design', 'fabrics', 'apparel manufactring', 'communication', 'negotiation', 'supplier relations', 'textile manufacturing', 'fabric sourcing', 'garment production', 'raw material procurement', 'relationship building']",both,311,1,4,New Cairo, Cairo,24
Assistant Dark Store & Last Mile Operations Manager,Full Time,on-site,Breadfast,"Cairo, Egypt",20,130,5,Experienced (Non-Manager),High School (Or Equivalent),Confidential,Logistics/Supply Chain,"['logistics', 'operations']",both,311,2,6,Cairo, Egypt,26
Charter Shipping Agency Manager,Full Time,on-site,Blue Ocean Marine,"Mansheya, Alexandria",28,13,1,Manager,Bachelor'S Degree,"Confidential, Negotiable And Based On Experience",Logistics/Supply Chain,"['cargo', 'chartering', 'logistics', 'shipping']",both,311,5,10,Mansheya, Alexandria,13
Commercial Demand Planning,Full Time,on-site,Alarabia Group,"10th of Ramadan City, Sharqia",14,49,1,Manager,Not Specified,Confidential,Logistics/Supply Chain,"['business', 'analysis', 'business administration', 'demand', 'logistics', 'sales', 'supply chain', 'planning', 'demand planning']",both,311,8,12,10th of Ramadan City, Sharqia,49
