Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Experience,Career_Level,Education,Salary,Job_Category,Skills
BIM Coordinator - Architecture,Full Time,On-site,Vasimos Design and Engineering Centre,"New Cairo, Cairo",Posted 2 months ago,26,1 open position,7 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Attractive Salary Paid In USD",Engineering - Construction/Civil/Architecture,"['BIM', 'Revit', 'AutoCAD', 'Architecture', 'Engineering', 'Coordination', 'Design']"
Customer Care Agent,Full Time,On-site,Flourish Lab Culture,"Maadi, Cairo",Posted 5 days ago,8,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Customer Service/Support,"['customer care agent', 'Customer Support', 'Customer Care']"
Business Development Manager,Full Time,On-site,WD Advertising,"Giza, Egypt",Posted 2 months ago,62,5 open positions,More Than 5 Years,Manager,Bachelor'S Degree,Confidential,Business Development,"['Business Development', 'Marketing']"
Senior Sales Engineer,Full Time,On-site,Measuresoft oil and gas Services,"New Cairo, Cairo",Posted 1 month ago,9,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['analytical', 'Electrical', 'PLC', 'instrumentation', 'Electronics', 'Sales']"
Photographer,Full Time,On-site,Carina Wear,"New Cairo, Cairo",Posted 12 days ago,33,1 open position,2 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Creative/Design/Art,"['Adobe Photoshop', 'Creative', 'Arts', 'Lighting', 'media', 'Photo Editing', 'Photography', 'photoshop', 'Retouching', 'shooting']"
Reporter - Syria,Full Time,On-site,Al Ghad TV,"Damascus, Syria",Posted 2 months ago,5,1 open position,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Media/Journalism/Publishing,"['Arabic', 'English', 'media', 'Reporting', 'Writing', 'Communication']"
Business Development Manager,Full Time,On-site,Oola Technologies,"Downtown, Cairo",Posted 2 months ago,52,1 open position,5 To 10 Years,Manager,Bachelor'S Degree,Confidential,Business Development,"['Business Development', 'Communication skills', 'English', 'sales skills', 'Negotiation', 'Development', 'business']"
Mid-Level .NET Full Stack Developer,Full Time,Hybrid,,"6th of October, Giza",Posted 18 days ago,140,2 open positions,2 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['.Net', 'Angular', 'Computer Science', 'CSS', 'Engineering', 'Full Stack', 'Git', 'HTML', 'Information Technology (IT)', 'JavaScript', 'Software Development', 'SQL']"
Educational Support Assistant - Remotely,Full Time,Remote,Edutech Labs Fze,"Cairo, Egypt",Posted 1 month ago,448,2 open positions,0 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,200 To 300 USD Per Month,Customer Service/Support,"['Education', 'Educational Consultation', 'English', 'Chat Support', 'Customer Support', 'Teaching', 'Communication', 'Customer Care', 'Customer Service']"
Admissions Manager,Full Time,On-site,Canadian International School,"New Cairo, Cairo",Posted 21 days ago,48,1 open position,7 To 10 Years,Manager,Not Specified,Confidential,Administration,"['Secretary', 'Microsoft Office', 'Office Management', 'Administration', 'Admin', 'Customer Service', 'Operations', 'Data Entry', 'Excel', 'Office', 'Word', 'PowerPoint']"
Head of Administrative Services Sector,Full Time,On-site,"The Micro, Small & Medium Enterprise Development Agency","Dokki, Giza",Posted 1 month ago,58,1 open position,14 To 20 Years,"Senior Management (CEO, GM, Director, Head)",Not Specified,Confidential,Administration,"['Administrative Affairs', 'Administration']"
Customer Support Specialist – English And German,Full Time,On-site,Agoda,"New Cairo, Cairo",Posted 1 month ago,66,8 open positions,0 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Customer Service/Support,"['Customer Service', 'Customer Support', 'german', 'English', 'Customer', 'Customer Care', 'Travel', 'business', 'Communication', 'Communication skills', 'Skills']"
Clinic Receptionist/Assistant,Full Time,On-site,Tija Skincare,"6th of October, Giza",Posted 4 days ago,30,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,8000 To 9000 EGP Per Month,Administration,"['esthetician', 'assistant esthetician', 'Administration', 'Business Administration', 'Communication', 'Microsoft Office', 'Office management', 'Secretary']"
Sales Section Head,Full Time,On-site,AlGammal Contracting,"Beni Suef, Beni Suef",Posted 4 days ago,27,3 open positions,6 To 7 Years,"Senior Management (CEO, GM, Director, Head)",Bachelor'S Degree,Confidential,Operations/Management,"['Sales', 'section head', 'Management', 'Engineering', 'Mechanical Engineering', 'Microsoft Office', 'Customer Service', 'Outdoor Sales', 'Communication', 'Negotiation', 'Sales Target', 'Sales Field']"
Senior Mechanical Site Engineer,Full Time,On-site,New Plan,"New Cairo, Cairo",Posted 2 months ago,57,1 open position,5 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, + Bonus",Engineering - Mechanical/Electrical,"['AutoCAD', 'Communication', 'Engineering', 'HVAC', 'Mechanical', 'Mechanical Engineering', 'Site Engineering', 'Mechanical, Electrical, and Plumbing', 'Projects']"
German customer service representative,Full Time,On-site,IGT Solutions,"Maadi, Cairo",Posted 2 months ago,18,1 open position,More Than 1 Year,Experienced (Non-Manager),Not Specified,Confidential,Customer Service/Support,"['Communication', 'Customer', 'Customer Care', 'Customer Service', 'Customer Support', 'Experience', 'german', 'Sales', 'English', 'Customer Retention']"
After-Sales Service Engineer,Full Time,Hybrid,Nassar Factories for pipe & plastic,"Heliopolis, Cairo",Posted 6 days ago,29,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,"8000 To 10000 EGP Per Month, 0",Customer Service/Support,"['After-sales', 'engineer', 'Engineering', 'Service Engineer']"
Sales Admin,Full Time,On-site,Delta Egypt for construction and rebuilding,"Nasr City, Cairo",Posted 19 days ago,18,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['Admin', 'CRM', 'Real Estate', 'Microsoft Office', 'English', 'sales skills', 'Skills', 'Sales', 'office', 'Communication', 'Administration', 'Construction']"
Community Management Senior Engineer,Full Time,On-site,New Plan,"Heliopolis, Cairo",Posted 1 month ago,12,1 open position,10 To 12 Years,Manager,Not Specified,Confidential,Administration,"['Communication', 'Information Technology (IT)', 'Communication skills', 'Project Management']"
English Language Teacher,Full Time,On-site,Akhnaton Egyptian Language School,"Cairo, Egypt",Posted 2 months ago,39,1 open position,More Than 1 Year,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Education/Teaching,"['English', 'Education', 'english language', 'English Teaching', 'Teaching']"
CS Gateway Agent,Full Time,On-site,DHL Express Egypt,"Sheraton, Cairo",Posted 10 days ago,33,2 open positions,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Customer Service/Support,"['Customer Support', 'Customer Service']"
Executive CEO Assistant,Full Time,On-site,ECC Group,"Nasr City, Cairo",Posted 1 month ago,144,1 open position,3 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Administration,"['Communication', 'Customer Service', 'Office management', 'Microsoft Office', 'Reporting', 'English', 'Secretary', 'receptionist']"
Administrative Officer,Full Time,On-site,Newfuture,"Cairo, Egypt",Posted 2 months ago,193,1 open position,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Administration,"['Admin', 'Administration', 'business', 'Business Administration', 'Communication', 'Communication skills', 'Management', 'Microsoft Office', 'Office management']"
Digital Marketing team leader,Full Time,On-site,Men's Club,"Shubra Alkhaymah, Qalubia",Posted 2 months ago,18,2 open positions,3 To 4 Years,"Senior Management (CEO, GM, Director, Head)",Not Specified,Confidential,Operations/Management,"['Administration', 'Business Administration', 'campaigns', 'Creative', 'Digital', 'E-Marketing', 'Management', 'Marketing', 'media', 'Online Marketing', 'Sales', 'Social Media', 'Media Buying']"
Human Resources Supervisor,Full Time,On-site,,"New Cairo, Cairo",Posted 2 months ago,50,1 open position,1 To 3 Years,Experienced (Non-Manager),Not Specified,7000 To 10000 EGP Per Month,Human Resources,"['Personnel', 'Recruitment', 'Supervisor', 'Human Resources', 'Human Resources (HR)', 'Microsoft Office', 'HR']"
Guest Relations Executive,Full Time,On-site,Fleet Club El Mahrousa Club,"Sidi Bishr, Alexandria",Posted 18 days ago,53,1 open position,0 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Customer Service/Support,"['Customer Service', 'Multitasking', 'communication skills', 'Customer Care', 'Customer Support', 'hotel']"
Product Owner,Internship,Hybrid,waffarha.com,"Sheraton, Cairo",Posted 1 month ago,84,1 open position,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Paid, Waffarha Team Discount - Experience Letter",Business Development,"['Communication', 'Computer Science', 'business', 'Analytical Skills', 'Software Development', 'Business Administration', 'Management']"
Call Center Agent,Full Time,On-site,GLC Paints,"Obour City, Cairo",Posted 10 days ago,57,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,8000 To 12000 EGP Per Month,Customer Service/Support,"['Administration', 'business', 'Call Center', 'Communication', 'Communication skills', 'Customer Service', 'Customer Care', 'English', 'Management', 'Microsoft Office', 'Customer Support', 'Skills']"
Experienced Kitchen Designer - Males Only,Full Time,On-site,WORX Kitchen & Dressing,"New Cairo, Cairo",Posted 7 days ago,10,1 open position,More Than 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Engineering - Construction/Civil/Architecture,"['sketch up', 'Sketch', 'Design', 'Interior Design', 'Architecture', 'Kitchen']"
Electrical Controls Engineer (Technical Office),Full Time,On-site,Protection,"Sheikh Zayed, Giza",Posted 5 days ago,11,2 open positions,5 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Construction/Civil/Architecture,"['Electrical Engineering', 'Electrical', 'Design', 'Engineering', 'MEP', 'AutoCAD', 'Construction']"
Collection Specialist,Full Time,Hybrid,Genpact,"New Cairo, Cairo",Posted 30 days ago,61,5 open positions,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['Collection', 'Accounting', 'Analysis', 'English']"
Compensation Benefits Specialist,Full Time,On-site,Egypt Best Properties,"Sheikh Zayed, Giza",Posted 2 months ago,24,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,"Confidential, Bonus",Human Resources,"['Benefits', 'Compensation', 'Compensation and Benefits', 'HRIS', 'Human Resources', 'HR', 'Finance', 'Human Resources (HR)']"
IT Help Desk,Full Time,On-site,Burger King,"Heliopolis, Cairo",Posted 6 days ago,113,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Installation/Maintenance/Repair,"['Information Technology (IT)', 'Computer Science', 'computer', 'English', 'Help desk', 'Installation']"
Quality Assurance,Full Time,Hybrid,Si-Vision,"Sheraton, Cairo",Posted 2 months ago,84,2 open positions,5 To 10 Years,Experienced (Non-Manager),Not Specified,"Confidential, Quarterly Bonus",Human Resources,"['ISO 9001', 'ISO', 'Management', 'QA', 'quality', 'Quality Assurance', 'Quality Control', 'Quality Management', 'Six Sigma', 'English', 'Engineering', 'Software']"
Chief Financial Officer,Full Time,On-site,Life Medical Consult,"Cairo, Egypt",Posted 11 days ago,173,1 open position,10 To 20 Years,"Senior Management (CEO, GM, Director, Head)",Not Specified,Confidential,Accounting/Finance,"['Financial Analysis', 'Financial Management', 'Finance', 'Financial']"
Sales Team Leader - Insurance,Full Time,On-site,AssureNet,"New Cairo, Cairo",Posted 6 days ago,22,1 open position,4 To 6 Years,Manager,Bachelor'S Degree,"Confidential, Commission Based On Sales Performance",Sales/Retail,"['Sales', 'Insurance', 'Communication', 'Sales Target', 'team leader', 'sales skills', 'Administration', 'Business Administration', 'English', 'Leadership', 'Management']"
Real Estate Sales Agent,Full Time,On-site,,"6th of October, Giza",Posted 2 months ago,23,9 open positions,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Salary Details: The Base Salary Is Determined Based On Experience. Attractive Commissions Based On Performance. Additional Bonuses For Achieving Monthly Targets.",Sales/Retail,"['Sales', 'Brand Marketing', 'broker', 'Real Estate', 'Real Estate Agent', 'sales skills', 'Sales Target', 'office', 'Experience', 'Communication', 'Communication skills', 'Negotiation', 'Real Estate Sales', 'English']"
Personal Assistant,Part Time,Remote,Amplified Properties,"Houston, United States",Posted 1 month ago,69,1 open position,0 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,4000 To 5000 EGP Per Month,Administration,"['Administration', 'Secretary', 'communications', 'English', 'Management', 'Microsoft Office', 'office', 'Office management', 'Personal', 'Time Management']"
Tax Accountant,Full Time,On-site,Memaar Alashraaf,"New Cairo, Cairo",Posted 5 days ago,36,1 open position,1 To 5 Years,Experienced (Non-Manager),Not Specified,8000 To 14000 EGP Per Month,Accounting/Finance,"['accountant', 'Accounting', 'Accounting Software', 'Finance', 'Financial Analysis', 'tax accountant', 'Tax', 'CMA', 'excel', 'CPA', 'Bookkeeping', 'Software']"
Treasury Accountant,Full Time,On-site,Alasmar,"Cairo, Egypt",Posted 2 months ago,118,1 open position,1 To 4 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'accountant', 'Finance', 'Financial Management', 'Regulations', 'Treasury', 'Treasury Accountant', 'Accounting Regulations', 'Financial Analysis', 'Procedures']"
Sales Account Executive,Full Time,On-site,Wonder Travel,"Cairo, Egypt",Posted 2 months ago,9,3 open positions,3 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,Tourism/Travel,"['Sales', 'Tourism', 'Airline Ticketing']"
Secretary,Part Time,On-site,Dentalhome Polyclinics,"Cairo, Egypt",Posted 12 days ago,26,1 open position,1 To 7 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,4000 To 5000 EGP Per Month,Administration,"['Microsoft Excel', 'Administration', 'Microsoft Office', 'Secretary', 'administrative', 'office', 'Office management']"
Senior Sales,Full Time,On-site,EL KHETA,"San Stefano, Alexandria",Posted 20 days ago,16,4 open positions,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Customer Service/Support,"['Senior sales', 'Sales', 'Customer Service', 'Customer Support', 'Sales Target', 'ERP System', 'Negotiation', 'Communication', 'Team management']"
Marketing Supervisor,Full Time,On-site,,"khanka, Qalubia",Posted 18 days ago,11,1 open position,7 To 15 Years,Experienced (Non-Manager),Not Specified,"Confidential, Social Insurance - Medical Insurance - Transportation - Incentives",Marketing/PR/Advertising,"['Microsoft Office', 'Marketing', 'Market Research', 'Digital Marketing', 'digital marketing', 'Social Media', 'media', 'Advertising', 'English', 'Computer Skills', 'Online Marketing', 'Web Marketing', 'Internet Marketing', 'Facebook Marketing', 'Marketing Research', 'Marketing Online', 'Digital Advertising', '', '']"
Non-Voice Account |Chat & E-mails|Excellent English speakers| e&UAE.,Full Time,On-site,Etisalat Egypt,"Maadi, Cairo",Posted 4 days ago,13,1 open position,Not Specified,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,13000 To 15000 EGP Per Month,Administration,"['Customer Service', 'sales', 'chat', '888', 'B2B', 'call center Agent', 'Agent', 'backoffice', 'fluency', 'Profinet', 'sales skills', 'Communication', 'Microsoft Office', 'English Teaching', 'English Instructing', 'Teaching English as a Foreign Language', 'Foregin Language', 'Advisor', 'Inquiries', 'complains', 'UK', '', '', '', '', '', '', '', '', '', '', '', '']"
